Label,Message
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham,Waaaat?? Lololo ok next time then!
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Yep then is fine 7.30 or 8.30 for ice age.
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,WOT U UP 2 J?
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
ham,Ya very nice. . .be ready on thursday
ham,Ok anyway no need to change with what you said
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?
ham,Oh :-)only 4 outside players allowed to play know
ham,Great comedy..cant stop laughing da:)
ham,K:)k:)good:)study well.
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham,Sat right? Okay thanks... 
ham,I'll probably be by tomorrow (or even later tonight if something's going on)
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
ham,Do you know when dad will be back?
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
ham,Just finished. Missing you plenty
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,Good morning princess! How are you?
ham,U in town alone?
ham,"Aight, let me know when you're gonna be around usf"
ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham,"Sorry da thangam, very very sorry i am held up with prasad."
ham,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,Oh dang! I didn't mean o send that to you! Lol!
ham,Convey my regards to him
ham,Well if I'm that desperate I'll just call armand again
ham,I reach home safe n sound liao...
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
ham,That seems unnecessarily affectionate
ham,K do I need a login or anything
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,Sorry about that this is my mates phone and i didnt write it love Kate
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,In e msg jus now. U said thanks for gift.
ham,"K, text me when you're on the way"
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,Eatin my lunch...
ham,Will it help if we propose going back again tomorrow
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
ham,* Am on my way
ham,Gud ni8.swt drms.take care
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
ham,Normally i use to drink more water daily:)
ham,Thank you princess! You are so sexy...
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,So u wan 2 come for our dinner tonight a not?
ham,Hui xin is in da lib.
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,I know a few people I can hit up and fuck to the yes
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,Wat uniform? In where get?
ham,Call me when u finish then i come n pick u.
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
ham,Did u got that persons story
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,Is ur lecture over?
ham,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-)."
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
ham,"Goodmorning,my grandfather expired..so am on leave today."
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,K:)i will give my kvb acc details:)
ham,4 oclock at mine. Just to bash out a flat plan.
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,"U so lousy, run already come back then half dead... Hee..."
ham,Sorry for the delay. Yes masters
ham,I'm in a movie. Call me 4 wat?
ham,You have got tallent but you are wasting.
ham,How. Its a little difficult but its a simple way to enter this place
ham,"Sorry, I'll call later"
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
ham,1's finish meeting call me.
ham,K still are you loving me.
ham,Hey. You got any mail?
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,Are you available for soiree on June 3rd?
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 "
spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham,Prabha..i'm soryda..realy..frm heart i'm sory
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
spam,85233 FREE>Ringtone!Reply REAL
ham,"I shall book chez jules for half eight, if that's ok with you?"
ham,Thats cool. i liked your photos. You are very sexy!
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,Only saturday and sunday holiday so its very difficult:)
ham,I am in bus on the way to calicut
ham,Probably earlier than that if the station's where I think it is
ham,Umma. Did she say anything
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,What was she looking for?
ham,I'm glad. You are following your dreams.
ham,"How long before you get reply, just defer admission til next semester"
ham,How much she payed. Suganya.
ham,Nothing. Can...
ham,Yeah my usual guy's out of town but there're definitely people around I know
ham,Hey u still at the gym?
ham,Yeah imma come over cause jay wants to do some drugs
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
spam,ringtoneking 84484
ham,I cant pick the phone right now. Pls send a message
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,"Dear, will call Tmorrow.pls accomodate."
ham,K..k..any special today?
ham,"Ta-Daaaaa! I am home babe, are you still up ?"
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
ham,I am late. I will be there at
ham,You will be in the place of that man
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,Pls come quick cant bare this.
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
ham,You didnt complete your gist oh.
ham,Talk to g and x about that
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
ham,U repeat e instructions again. Wat's e road name of ur house?
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
spam,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
ham,Hows the champ just leaving glasgow!
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care"
ham,Yes.i'm in office da:)
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
ham,You getting back any time soon?
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,Ü collecting ur laptop then going to configure da settings izzit?
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,Good morning princess! How are you?
ham,No probs hon! How u doinat the mo?
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
ham,Ok... Thanx... Gd nite 2 ü too...
ham,I have many dependents
ham,Yeah whatever lol
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,"Sorry, I'll call later"
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
ham,Just send a text. We'll skype later.
ham,How come i din c ü... Yup i cut my hair...
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,Actually getting ready to leave the house.
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,I always chat with you. In fact i need money can you raise me?
ham,So wats ur opinion abt him and how abt is character?
ham,Poor girl can't go one day lmao
ham,Will you be here for food
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
ham,How much is blackberry bold2 in nigeria.
ham,"I don't think I can get away for a trek that long with family in town, sorry"
ham,Or remind me in a few hrs.
ham,K..k..i'm also fine:)when will you complete the course?
ham,We still on for tonight?
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
ham,If I get there before you after your ten billion calls and texts so help me god
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,Do you know when the result.
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,No calls..messages..missed calls
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,Nt joking seriously i told
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,"I want to show you the world, princess :) how about europe?"
ham,"Sorry,  in meeting I'll call you later"
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
ham,You in your room? I need a few
ham,"There're some people by mu, I'm at the table by lambda"
ham,K go and sleep well. Take rest:-).
ham,How come guoyang go n tell her? Then u told her?
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
ham,Hey anyway i have to :-)
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
ham,Hey! There's veggie pizza... :/
ham,Good morning princess! Happy New Year!
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,It vl bcum more difficult..
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
spam,2/2 146tf150p
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,Ok...
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,Can ü all decide faster cos my sis going home liao..
ham,Dear i am not denying your words please
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
ham,K I'll be there before 4.
ham,Are you the cutest girl in the world or what
ham,Hey company elama po mudyadhu.
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,Compliments to you. Was away from the system. How your side.
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,Then why you came to hostel.
ham,Pls dont forget to study
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
ham,When can ü come out?
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
ham,I need to come home and give you some good lovin...
ham,"I am real, baby! I want to bring out your inner tigress..."
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,Ok i shall talk to him
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
ham,Why are u up so early?
ham,I asked you to call him now ok
ham,Good Morning plz call me sir
ham,Hey you told your name to gautham ah?
ham,You are not bothering me but you have to trust my answers. Pls.
ham,How come she can get it? Should b quite diff to guess rite...
ham,Pls confirm the time to collect the cheque.
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,Near kalainar tv office.thenampet
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
ham,Aah bless! How's your arm?
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,Well I might not come then...
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
ham,Wishing you a wonderful week.
ham,Y lei?
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Just taste fish curry :-P
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,Havent.
ham,R u saying i should re order the slippers cos i had to pay for returning it.
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,Good evening! How are you?
ham,Sen told that he is going to join his uncle finance in cbe
ham,I'm at home. Please call
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham,Can. Dunno wat to get 4 her...
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
ham,I know you are. Can you pls open the back?
ham,Hows the street where the end of library walk is?
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,I dunno they close oredi not... Ü v ma fan...
ham,In which place do you want da.
ham,Pls send me the correct name da.
ham,Ill be at yours in about 3 mins but look out for me
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
ham,How much it will cost approx . Per month.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Hey morning what you come to ask:-) pa...
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
ham,Yup ok...
ham,Yay can't wait to party together!
ham,Y ü wan to go there? C doctor?
ham,Mine here like all fr china then so noisy.
ham,"Sorry, was in the bathroom, sup"
ham,i cant talk to you now.i will call when i can.dont keep calling.
ham,You said not now. No problem. When you can. Let me know.
ham,Yes. that will be fine. Love you. Be safe.
ham,I sent them. Do you like?
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,Ok
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,R we going with the  &lt;#&gt;  bus?
ham,"I'm in a meeting, call me later at"
ham,I think asking for a gym is the excuse for lazy people. I jog.
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,Good night my dear.. Sleepwell&amp;Take care
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
ham,Still i have not checked it da. . .
ham,Quite late lar... Ard 12 anyway i wun b drivin...
ham,I keep ten rs in my shelf:) buy two egg.
ham,Thinkin about someone is all good. No drugs for that
ham,"Oh, then your phone phoned me but it disconnected"
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
ham,Did u got that persons story
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
ham,Yup i've finished c ü there...
ham,"St andre, virgil's cream"
ham,"Cool, what time you think you can get here?"
ham,"Sorry, I'll call later"
ham,Nope... Juz off from work...
ham,Great! So what attracts you to the brothas?
ham,Try to do something dear. You read something for exams
ham,Siva is in hostel aha:-.
ham,What's ur pin?
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,Nope... C ü then...
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,Hi where you. You in home or calicut?
ham,That's the way you should stay oh.
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,"If we hit it off, you can move in with me :)"
ham,I'm aight. Wat's happening on your side.
ham,Dude just saw a parked car with its sunroof popped up. Sux
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,Ok. I.ll do you right later.
ham,And maybe some pressies
ham,Let me know when you've got the money so carlos can make the call
ham,Then ur physics get a-?
ham,Great! I shoot big loads so get ready!
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
ham,Was playng 9 doors game and gt racing on phone lol
ham,Where is that one day training:-)
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham,Stupid.its not possible
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …"
ham,Are you going to write ccna exam this week??
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,Huh so early.. Then ü having dinner outside izzit?
